Compiling 2 TensorCircuit layers...
[Epoch 465/500][train LL: -8.21; val LL: -10.00] 
[Epoch 466/500][train LL: -8.21; val LL: -10.01] 
[Epoch 467/500][train LL: -8.21; val LL: -10.01] 
[Epoch 468/500][train LL: -8.21; val LL: -10.01] 
[Epoch 469/500][train LL: -8.21; val LL: -10.01] 
[Epoch 470/500][train LL: -8.21; val LL: -10.01] 
[Epoch 471/500][train LL: -8.21; val LL: -10.01] 
[Epoch 472/500][train LL: -8.21; val LL: -10.01] 
[Epoch 473/500][train LL: -8.20; val LL: -10.02] 
[Epoch 474/500][train LL: -8.20; val LL: -10.02] 
[Epoch 475/500][train LL: -8.20; val LL: -10.02] 
[Epoch 476/500][train LL: -8.20; val LL: -10.02] 
[Epoch 477/500][train LL: -8.20; val LL: -10.02] 
[Epoch 478/500][train LL: -8.20; val LL: -10.02] 
[Epoch 479/500][train LL: -8.20; val LL: -10.02] 
[Epoch 480/500][train LL: -8.20; val LL: -10.02] 
[Epoch 481/500][train LL: -8.20; val LL: -10.03] 
[Epoch 482/500][train LL: -8.20; val LL: -10.03] 
[Epoch 483/500][train LL: -8.19; val LL: -10.03] 
[Epoch 484/500][train LL: -8.19; val LL: -10.03] 
[Epoch 485/500][train LL: -8.19; val LL: -10.03] 
[Epoch 486/500][train LL: -8.19; val LL: -10.03] 
[Epoch 487/500][train LL: -8.19; val LL: -10.03] 
[Epoch 488/500][train LL: -8.19; val LL: -10.04] 
[Epoch 489/500][train LL: -8.19; val LL: -10.04] 
[Epoch 490/500][train LL: -8.19; val LL: -10.04] 
[Epoch 491/500][train LL: -8.19; val LL: -10.04] 
[Epoch 492/500][train LL: -8.18; val LL: -10.04] 
[Epoch 493/500][train LL: -8.18; val LL: -10.04] 
[Epoch 494/500][train LL: -8.18; val LL: -10.04] 
[Epoch 495/500][train LL: -8.18; val LL: -10.04] 
[Epoch 496/500][train LL: -8.18; val LL: -10.05] 
[Epoch 497/500][train LL: -8.18; val LL: -10.05] 
[Epoch 498/500][train LL: -8.18; val LL: -10.05] 
[Epoch 499/500][train LL: -8.18; val LL: -10.05] 
[Epoch 500/500][train LL: -8.18; val LL: -10.05] 
accuracy for hepatitis test set: 0.8461538461538461
